mean pos,mean neg,Tweet
2,2,kelschra as much as I hate to admit it her songs are very catchy
2,1,I want some in n out frys and a chocolate milk shake
1,1,TimMcFly Epills and Gus lady friend And cory and his GF
1,1,My Top 2 Weekly lastfm artists Coheed and Cambria 58 and Lady GaGa 1 httpbitlybGZonT
2,1,Happy Birthday Swagbucks Heres to another year of free rewards at httpbitlyKdISW swagbucks
1,1,3G spectrum auction to open doors for foreign players Economic Survey httpbitly97memq
3,1,AlishaRoberts7 Hey Mamma thats more important than my videonext time 
1,1,ESPN host Tony Kornheiser suspended after attack Fashion Hannah Storm Tony Kornheiser host of ESPN show Pardon the httpbitlyaJeQzd
2,3,YumSexy i think im in a drought lol
1,1,BlackMamba8 Im in the overflow room
2,1,JoseFloresJr LOL ICIve seen itI thought they did another one
1,1,Scififanattic try httpbitly9gsGTx instead
1,1,Foul Territory Michael Kirkman video From the request and dedication line this video goes out to Kinslerhomer  httpbitlyageltF
3,1,Its time you changed direction This is the answer Itll blow your socks off httpprofusionXis4meinfo
2,1,RT prettypinkposh New Prettypinkposh Sizzix giveaway Heres your chance to win some brand new products httpalturlcomua8f
1,1,hullabalootion Heres the article httpbitlyaRPcQ6
1,1,RT taryder Confirmed Kristen was with Rob at Lizzy Pattinson show last night at Halfmoon
2,2,RT DonGucci Buy A Girl shoes  And She Will Walk Out Ya Liferite wit them shyts on toolmao
3,1,RT lifehousemusic 5 days untill smoke and mirrors httpbitlyaQrxgq 
2,1,aliciaaw002 hey hi 
2,1,RT 3greenangels Spread the word find out what is in your food and help others httpwwwwhatsonmyfoodorgbannerjsp ecowed
1,1,iPhone Game App Makes 1M in 9 Days  httpbitly9QFMH8
4,1,Great idea RT SharonDV AbsolutCJ yummymummyclub A Blue MOuntain getaway would be AWESOME
1,3,jcogliandro You moved too slow bro BestBuy
1,2,RT candacejade84 CPOLKgotdoe noand if someone say yes hook em up to a lie detector
1,1,arcktip are you going to the intermodal transit suchness this evening
1,1,foforks novo trailer de a hora do pesadelo com kellan lutz httpwwwyoutubecomwatchvdVscaWzTckw
1,2,Sitting in Italian hanging around Hopefully I wont fail this stupid conversation thing
1,2,is trynna figure out y these niggas dun gased up my dude
1,2,RT angstgoddess003 Fuckery is afoot If youve gotten an email from FFn admin within the last month esp from this JAMES mofo could you DM me Tracing IPs
2,2,Perfect time to drive to la Losing my mind in traffic
1,1,jonanntim yeah I talk to them all the time Why
3,1,YUNGDURTY580 yuhhh that Touch Down is my shit and that M town and Loco 
1,2,Huge blast hits Afghan capital
2,2,For those of you who know him were putting Tyson down next week There is a lot wrong with him But he is a good dog and will be in a bett
3,1,eemeer the oral is so easy who are you doing it on mrbean
2,1,I unlocked Win Level 2 in SteamPunk Hockey httpbitlycHX9Kd
1,1,  Are Singles Dating sites Internet Suitable for you personally  There are thousands of online dating sites httpbitlydbmSr5
1,3,benjaminmadden ur lookin ripped dude always been a GC fan looking 4ward to the new material much respect
1,1,RT LondonCP LondonCP new program for 2010 httpbitly9Hv1Hh
1,1,Sigma 1770mm OS Soon Available for Sony and Pentax Cameras
3,1,johncmayer thank you for another incredible night  Im speechless 3
2,1,picked up the book RealityHunger by David Shields today That is correct I disconnect myself from the computer from time to time
1,1,I just took What would Justin Bieber say to you if he turned around and acci and got He say Woah Hi  Try it httpbitlycjsINt
2,1,lightnessalways Intend to do that tomorrow
1,1,RT CTVOlympics Orser finds Olympic redemption with Kim A silver medallist in the Calgary 88 Games Brian Orser admits that coach httpbitlyatWPzM
3,2,i love that my husband is into the olympics I dont get it but hes like a 13 year old Its adorable
2,1,Dear Coldplay i want to see you live before i die
3,1,JansArceo i like the song Black and BLue D
1,1,Qi just kno these things Aor ur jus assumin httpformspringmeflyguydaddyq233102844
1,1,RT Shapelys10 Today Is The Day Your Whole Life Changes Take It By The HelmLearn How You Can Get Fit and Earn Money Doing It
1,1,Friends Forever Vintage Tattoo Body Painting httpbitly9ASxM0 via addthis
2,2,Lol the weight restriction stems from a phobia so dont judge too harsh 
1,1,I uploaded a YouTube video  Annett  Unbekannter Soldat httpyoutube7toJ33S2Tu0a
2,2,KindaRaedell hahaha i suck too thats why i have to keep playing
2,1,Pls check ur direct message n sms inbox RT yugalinan lovedella bunny ak ud bangun httpmylocme4ckDE
1,1,Daily Track Alison Krauss  Gravity Live
1,2,Sorry tyler dont throw the judges under the bus and the 70s are over sorry
2,1,Great to hear the crowd and the team sing our anthem We could do with more of that gocanadago
1,1,httpbitlybLkGQCqadultearinfectionshotfitnessmodelsfreewebcamsillystockingstuffersfreefamilysex
1,1,Prikitiwwww jugaaaRT VenzkaTahapary Prikitiewwww AndhikaMayrizal httpmylocme4dSMt
2,2,i have an essay to write and reading to catch up on my life in college fun cannot wait til spring break then i can just sleep all day
1,1,take vocal jam 5 sore nanti suara lagi cacat begini httpmylocme4bThN
1,1,the day I had in mindfor a tanka poets partyhas come  gonenow beginning to fallflowers f th kerria Shiki poetry quote
3,1,Wossy Geez your house is turning into a zoo lol love the names for the mice o love xx
2,1,heidiglamluvvsu my lesson today was grab life by the balls and hold on for dear life lol
1,2,BIGGC doesnt help me at the moment
1,1,Belmonts Sidewalk Fine Arts Festival Mar 2628 2010 Bay Area artists such as Robert Wunce Santa Cruz and Pat httpbitlydiSGUU
3,1,adamlambert yaaaaaaaayyyyy so happy bout the idol performance and ur gonna sing music again on leno
2,1,StuckOnHandsome hahahah of course
2,1,Leverage is kindof surprisingly good
1,1,RT jaketapper At Close of Summit President Obama Says Its Time for Decisions And Then Thats What Elections Are For  httpbitlya7jSeL
1,1,Firies and SES to join in tonights gay and lesbian Mardi Gras Parade httpbitlycArCL3
2,2,ThingsWeWantBack NaS the way he was rhymin in 94 Niggas couldnt fuck with him no way no how I dont give a fuck who says what
1,1,ListenTongues of FirePastor Pauls Podcast Episode 135 Pt1 The Waterers Will Be Watered httpwwwpastorpaulblogspotcom Egocentricity
1,1,Replica Store httpwwwreplicastorenetindexphpcatalogproductviewid17 BREITLING for Bentley Motors Tourbillon Special Edition
1,2,stolenmanners do you wanna do anything tomorrow or this weekend i hafta work at the navy saturday  sunday
1,1,GOD  Gil httpwwwyoutubecomwatchvSYSObd8q0iE
2,1,taking a break from crazy packing to watch 2012
3,1,RT BreatheEZPapa PURE Is Shpopppinnn Feelin My Ladies And Fellas Right Now
2,2,deadlee2213 i saw i a guy do that on a porno  i was shocked  intrigued at tha same time lol
3,1,Im so pleased Im gonna post it again httptwitpiccom15h0nd
1,1,httpbitlydxsvb Kerala Church row Catholicos Aram offers mediation  Asianetindia  httpbitlyaUMRzM
3,1,loves you Galouuuu the wolf httpmylocme4e2Kr
3,2,lusummers GO THE FAVOURS I wouldnt be ashamed just be prepared lol
2,1,Gmorning Uthini uLindalol just tuned inthey playing potoko RT songistylez Who listens to Khozi fm in the morning vukamzansi linda
1,3,shoutout 2 ma charger that jus disapated in thin air jus nowjust as I needed it
1,1,FF my brother HATBOYROCKHATBOYROCKHATBOYROCKHATBOYROCKHATBOYROCK
1,1,RT 408Star thatsiccitydj nowplaying ALLTAR wrking on The LiftOff Mixtape Heres a preview watch n RT for me  httpyfrogus2q759z
1,1,Twitter porn hits 800 UK bank followers media and government  httpbitlyaTfipE
1,2,Have been too busy at work to tweet Heading home in 80 minutes
1,1,NowPlaying Monopoly For Iphone IM The Boat Wit All Da Property httptwitpiccom15esk7
1,1,RT cvray GlennBeck Rules for Restoration httpowly1nipI5
1,1,My Intent is to be grounded like the trees but flexible enough to move in the wind  Support me httptinyurlcomya8hugr
1,2,I hurt someones feelings tonight  they thrust their drooly baby at me and I told him I didnt want to hold said baby
3,3,alyshanett Omg that photo of me is horrendous I want to shoot youre getting really good I love the exposed film
3,1,I like chinese blueberry green tea Yummay RT IamRah And yes green tea DOES go with everything dammit
2,1,Sleepy timealso photo of the day The background TrishaOSDesigns made me httptweetphotocom12547820
2,1,jupiterscrunch naw actually i do the sam thing i wait till after i eat to brush me teeth to me that is the more logical way to do it lol
1,1,ENTREVISTA  ALEXANDRE OLIVA  Eu rompi com o Google httpbitly9hNOQR
2,1,what comes in that box that box that rocks
1,1,AllRecipes Launches New iPhone App Planning Cooking App For iPad httpbitlybIiVZo
2,1,Riss123 Bahaha do it I brought my sister tickets for her birthday and she asked me to go with her
1,1,Acoustic gig next tuesday 2nd March at The Library Islington
1,1,RT dindarania Bosen to the max httpmylocme4dGDP
2,1,Esperanza Atlanta  A GEM FROM THE SPORT OF DOWNHILL SKIING A GEM FROM THE SPORT OF DOWNHILL SKIING In the spiri httpbitly9K6Zzj
1,2,josephdee Sorry to hear that I hope you are okay Wait until tomorrow morning to evaluate your health You might be sore then
1,2,Rumpusgoopus well i wouldnt have caught it if you hadnt said something
1,3,Mom and Dad are BOTH being dickheads I just want to crawl into a whole and not come out until the weekends over
1,4,THIS BUSH HERE AND ITLL BE OUR LITTLE SECRET IF YOU TELL ANYONE THAT ITS THERE ILL COME TO YOUR HOUSE AND I WILL CUT YOU
2,2,so tired going back to sleep
1,1,fustar On the Early Christianity ride do I get to die
1,1,A dog is one the remaining reasons why some people can be persuaded to go for a walk  O A Battista
1,1,kittybradshaw JSPECTATIONS ODARA112 CristalBubblin i heard you all had Belly 2 the directors cut
2,1,zhnafisal Best of luck to u then Hope we can meet when Im back in malaysia BTW anything u interested about Russia
1,1,HoustonChron RT Astros agree to terms with shortstop Manzella httpbitly9sBswB LosAstros LasMayores
1,1,On February 26th 1936 Adolf Hitler opened the 1st Volkswagen plant in East Germany httpbitly9MPPIv
1,2,This could be bad Im going to put some chicken in the skillet and get in the shower Well see
2,2,boondocksaint Nope I dont think Ive read the Black Dagger Brotherhood but it sounds interesting Thanks for the rec hon
1,1,Took the What kind of big cat are you quiz  got A Leopard What about you  httpbitlyckIAZY
2,1,In my arms at least you can feel safe here
3,2,davidleibrandt HOW SHORT please not too short i love your hair
3,1,RT bukonvict RT ladygaga Celebrate Rejoice 2nite monsters The album you believed in THE FAME is officially DIAMOND WORLDWIDE 10000054 copies
1,1,ForeverAliceC lip synching
1,1,RT APESEX FF ApeFam N0R3DGAF Nak305 NICKIMINAJ nOies12play officialTila OmqWtfSTFU OnlineTHUG oodlesNDnoodles Ouch 
3,1,YOU ARE RT MzMG2U I am the coolest lolRT JustTone FF MzMG2U becuz shes possibly the coolest chick in kent
1,2,RealKevinLUCAS not while youre in a theme park oo
2,1,And I Ive got to have my way now baby All I know is that to me You look like youre havin fun Open up your lovin arms Watch out here 
2,1,Hmm sorry he is my boy wkwk tonight or tomorrow  RT koesdinda NabilaKariza mau dong za foto yg sama rogun32 hihihihi
1,3,Growing Pains Actor Found Dead Very sad news
1,1,ohh yya  selamatRT ladygageeway sy kan biasa muncul ditipi tipi p RT njeLnjeL hah RT ladygageeway berarti anda punya tipi p
1,1,MyWestTexascom  Top Stories  Fire sparks in abandoned home httpbitlycQcY4F
1,2,News Beyonce Says She Killed Sasha Fierce httpbitly9j0bkp
2,1,RT TheRealBash Like the pics thats a sneak peak before theyre finishedThey ard they ard LOL Gotta take 1 passing out fliers
2,1,Lol RT DrewSmileAlot probablywonthappen I just left this popppin Iota partybout to hit the after joint The Iota crib
1,2,Closed Friday February 26 Due to inclement weather we are closed today httpbitlybxOd1S
2,1,MissJayJay Hehe So trueidk maybe Ill get brave and post some lol Ive got a few I could probably post within the next few weeks 
2,1,TheEllenShow When you wake up to curling its time to go to bed haha tell Gladys Canada loves her
1,3,so i have 3 days left of birth control fml lol i should prolly make an appt ASAP no babies for theresa anytime sooon plus condoms suck
1,3,I call BULLSHIT RT RT donnarai Kerry lol these h00rs have tainted my innocent mind silverelefanfic Janigirl07 AndyMCope
2,2,DeeTofog I didnt know I just remember it from Carlin Thanks for the info though
1,2,oh I pray it gets sorted now Im going to end up as bad as wizzyrose if this continues to stress me
1,3,Im gonna have to do MAD push ups to compensateI mean Vegetadragonball Zhyperbaric time chamber push ups
1,2,Just Tryin To Find My Way Back Home The Old Me Is Dead And Gone
1,1,Awww gainer541 at the pet shop httptweetphotocom12513457
1,1,TGIFattended the PCRIII School Board meeting last nightthey passed the new bell schedule change for next yearit will be interesting
2,1,Hope everyone is ready too Voscillate on the 9th of this March
1,1,Tsunami alert as a quake strikes off Japan  BBC News httpwwwrepostcom20100226tsunamialertasaquakestrikesoffjapanbbcnews
1,2,swindleuk tho they said say the music industry is kind of a mess commercially even my man jayz the cont httptlgdbsct2
1,1,lilboycharli3 yall actually doin stuff
2,1,Why customer focus Reason12 Everybody sells When everyone in your organisation is focused on delighting customers they are selling
1,2,aww i was gnna do a special 4000th tweeet i just realiseed i passed ita while ago  im on 4017
1,1,NBC Striking Olympic Gold By FITSNews  With the mens ice hockey gold medal game and womans figure skating fin httpbitlyaQAtvr
1,1,Would you like something to read Cables for the audiophile were in room 226 Visit highendcable at the Bristol show room 226
2,3,neilhimself And we are all very sad about that but alas will settle for regular ol ontheground hugs
1,3,kendoork what do you mean left but you still love her right huhu whats wrong with popoy 
1,1,Great NYC and food tweets CitysearchNYC dealishNYC NYCMenuGirl tastingtable eatlikeagirl Foodimentary FollowFriday
2,1,donna81 Im doing well  just listening to music and waiting for the Olympics to begin
1,2,I watch the omnibus RT AldeciaM0laudzi Agreed RT MsLeloB Become a RhythmCityzen RT Nhlanhla Isiding is boring these days gosh
1,2,Wow Think Im gonna have to start retouching dark circles from my own eyes Can I get away with wearing concealer on the daily
3,1,RT S3ackii pausemarley lol you think you dennis rodman lollmaoooo
1,1,RT akersforsenate Watch Paul on Fox News on Feb 24th tomorrow at 3PMEST or 12PMPST
1,2,Drug violence flares in border cities httpbitly9CwR5e
1,1,I know there are guys who go around tooting that they are involved with films about characters theyve worked on but they didnt create
1,1,I rated a YouTube video 5 out of 5 stars  Flood Driving Fail httpyoutubeMDjhO4eLwjsa
2,2,willycw lol i look like a chicken who are lost in the big city college looks like my another world now
2,2,Mike T with his pearls of wisdom Dad dont kid with me Its my time to learn Dont fret OK son
2,2,CINTIA06 Tired it was a long day I missed the chats because of work But I got some good new videos that Ill post this weekend  Y tu
1,1,RT peterfacinelli Dear Att
1,1,2ch No14552  httpcopipecureblackcomcopipe2010022614552
3,2,RealMenSparkle It tastes awesome  try and tell me later whatcha think about xD missed you
1,1,I think when movie stars and teachers have similar salaries Ill sympathize more with the antipirating people
2,2,jaymepoo I thought you had changed it just because of your current state Haha Enjoy your weekend Hun Hope you can shower soon
1,2,doyouhaveto rock that Vneck jus to show ya babychest tat cumonson yu fiendin
1,1,A constitutional right to hunt Voters in four states to decide Christian Science Monitor
1,2,I wont be sleeping tonight
2,1,Just finished a meeting with the netherlands rugby board great people
1,1,Small Business Bookkeeping To Boost The Business  Proinvestscom httpbitlycyCKhY
1,3,RT sannyhalim miss my frnds in a suddenIjustdont want farewell cmes that fastIts like in just 2 months we have to say bye to each othr
3,1,Me  my dad have no shame x its hilarious  I ended up cackling so bad Lull
1,1,Show do Guns em Porto Alegre tem novo local httppoprock1071fmblogspotcom
1,2,Doesnt know what to do Wait in my room until 2 I think soo
1,1,Obama to Republicans on Health Reform Lets Get This Done httpbitlyd1CiLK TCOT
1,1,erikasmerika watchin this uk game waitin for my brother to get up so we can go hoop
1,2,Just because I like girls doesnt mean I like you Im picky I like a certain type of bitch  and youre not it
1,1,Colt 45 no cover  Savalas  httpnycmyopenbarcomindexphpsectiontrackbackid9485
1,2,i need something to readbut winglin is under maintenance 
3,2,ItsAnnieEmma i DO care about the tsumani im just not tweeting about it cuz thats not what my followers want to readmind ur own businness
1,1, Kola Boof singing The Beautiful Ones Are Not Yet Born  LISTEN httpbitlybmnVad
1,2,tgoodnight Isnt that the way it is with old houses Everythings a nonstandard size typeDo you have any other ways of staying warm
3,1,CharlottePoole FFS tho i do love golden syrup 8D 3
3,1,Jeff Beck on His Legendary Unreleased 1970 Motown Album  for more info go to httpwpmepJSndHK
1,1,Ive heard of oceanview and gardenviewbut Ive never heard of a snowview thuglife httptwitpiccom15mmmu
2,3,DreamChaser87 lol  how would u know if i only just told u  ice skating can be fun as long as we dont crack our ass on the ice  OUCH
1,1,I favorited a YouTube video  New Boyz Youre A Jerk OFFICIAL Music Video HD Extended  Uncensored  httpyoutubeqv9VKKXwVxUa
2,2,I cant invite him again Hell go from a lover to a fighter  ill fight him again so its over but i told him to come overagain 33
2,1,Yea you know me Congrats to the prenom NaVell RT rickygoldin Whos down with RPG Im back
1,2,Sleepme and U always fight Why cant we come to a compromise huh
1,3,RT elliottyamin Complete and utter choas on the streetsno powermy heart is beatin outta my chesttsunami warninI am only a mile inland
1,1,More here at httpracismletscamnowinfo
1,1,February 2010 NewsletterCape Coral FL Real Estate News from Cape  httpbitlybMxcU1
2,1,LORENZOfarrell  lmfao ilove weezy w all my heart thoe
1,2,RT QJa421 besdress waasupp i know im late as hell but wats up
3,3,SirFudgeEsq Oh get over it I could have said  Happy Bath or Sending you fresh sprays of floral perfume 
3,2,Its so good to know that the hill I live by is really know as Depot Hill  not just rhymes w Jigger Hill
1,1,MsMe cause you live in california
1,1,Winter snow storm alters postseason sports schedule   httpwwwthehourcomstory482818reftwit
2,2,shawnslimdunkin lol my fat ass was tired of running
1,1,Filmfare Awards Best Supporting Actor Boman Irani 3i
1,1,Joannie Rochette and the support of people through social media The response on social media was huge as hundred httpbitlybT8RI7
1,1,RT onearmeddad officialslbees Retire  32 Bring Back the King Bee Adam Pavkovich the community thinks these are both
2,2,Hell no queens is od wack mad wack RT beautifulket AviaTorBoyRicH maybe you should move to queens lol
3,1,SaphireTopaz I wish
1,3,Beyond ready to go home
3,1,20 miles in 30002 
1,1,Is the fashion show over
1,1,Ask the Expert Parental Support and the Law  The New Old Age  httpnytimscjhD8h
1,1,httptwitpiccom15ly5z  BIcB2500B1GGcCFB
1,2,hate to say it but it feels like watching for a train wreak that will probably happen
1,1,android iphone Nexus One coming to Verizon March 23rd and Vodafone in April
1,1,RT Kennyscoolout Just ran into the homie Jamie Sharper in Vanity DirtyVegas
1,1,RT TweetReport A peek into Twitters plan to deploy ads httpjmpcLQpkl viadontgetcaught niemanlab
3,2,As much as I love you all I must make a move and do something Back laters xx
3,3,I really want to change my Twitter background but totally forgot to save this one Need to find this one on google images before changing
2,1,thisplum Youre not a Delapore too are you Been hearing things in my wall on and off for a while and I havent eaten anyone yet AFAIK
2,1,Wow 98 of people like MILFs httpbitlybAAcVF milfs
2,2,RT LuvChocolateBar The most memorable people in life will be the people who loved you when you werent very lovable
1,3,Just when I thought bet couldnt get worse they put this whack ass clown nigga waka fucka lame on 106 and park smh
1,1,siplumb or was that another episode of North West Tonight
1,3,suck my cock bytch httpphotosfakfbcdnnethphotosaksnc3hs109snc315713104923232868667100000529737664135172292841njpg
3,1,SPOTD MAKEMEANOFFERONANYTHINGIdareyou I have to clear out my stock room ready for painting and would rathe
1,1,Check this photo http3A2F2Fphotosibibocom2Fphoto2F88931552F3Fsrc3Dtw26a
1,2,wish twitter would decide whether to have the lists as mattehlist or list cant be doing with it changing
1,2,RT bobbymacReuters Earthquake 70 hit Okinawa too apparently That was 531 am local time to Japan
1,1,ryudaihasegawa newbalancejpExpo
3,1,Hoodstar87 Lol You got jokes huh But yes indeed it is party time
1,1,Now playing the allniter by MR SL
3,1,BRING JAEBUM BACK NOWRT weheartkpop Read this everyone Please httpbitly9XlxbZ
2,1,tinkeylicious httptwitpiccom15o97f share lng poh which pic of Melai is ur fave hehehe
1,1,Vc j viu o Fiuk de perto fiuksempres2 live on httptwitcamcomglt0
2,2,There once was a time when I could say Ive never been to a funeral or knew anyone who passed away the last couple years has changed that
3,1,Yung Berg  Lil Mama would be a perfect couple httpbitlycUy8Pp
1,1,httpquotesjokesinfo What do you get when you cross a frog and a rabbit A rabbit that says Ribbit
1,1,Vision Shop  Ray Ban Junior Sunglasses RJ9025S httpcligsPvnPJ
2,1,I hope everyone finds one RT MyAnnoyances A truly good relationship is one where both individuals think theyre the lucky one
2,2,RosalieLHale keeping up his fast rhythm feeling you moving with him the bed shuddering beneath you Im close too growls
1,1,Kotaku Blur Xbox 360 Beta Begins Monday Beta
1,1,Wah sialan gagh jde ujan
1,1,RT retweetbieber RT if you wanna go to Justins sweet 16th
1,1,Right Time to Invest in Mexico Real Estate  Kingston Realtor httpbitlybZqoOK
3,2,RT jobm Really enjoyed episode 9 of Dexter season 4 I would want to watch more but another early day ahead
1,3,In conclusion Im a horrible person
3,2,RT ITSNIKKITIME YESI watched Seventeen Againand I loved itguilty pleasure
1,2,Tryin to figure out what the hell is wrong with this phone
1,2,MJLove1827 yes u see why I cursed alot last night Something I hardly ever do That part when he did the CPR on the bed n they showed how
2,1,RT asmaax3 Wesbrook wants to play for the Bears how about at SD  
1,1,Earthquake in Chile httpbitlyamTwOp
1,1,httpbitlycCoEgx Booting linux in less than a secon
1,1,Fast and Furious 14 ala GTASA httpbitlyblfJd4 kaskus
2,1,What about the olimpics Netherlands rocks on socks
4,1,knightrider233 Hahahahahaha We need to start a JonathanRKnight stiffy collection httptweetphotocom12622317
3,3,Qbri why the fuck do you have to be so bl AOmfg black gils represent3 I love youuuu httpformspringmebriskellingtonxq235249548
3,2,D3theCB i feel ya way to waste my whole Saturday
4,1,rt BOSSINBECCAJTB YBZ SMACKFEST TONIGHT HMMMM dey been havin a smack for the past 2 daysssslml
1,1,New and improved in France for 2010 Chicago Tribune
1,1,iflove Pisces Love Horoscope Today Energy of Love Strong httpminiculturecompisceslovehoroscopetodayenergylovestrong
1,1,On the road back to MD
1,3,uqhh moms just left me home wid my sisters smhh
1,1,tommymanson did you also look funny in that blog
2,1,LISAefBABY u know what i mean
1,2,CatchUpHaters go to bed u always getin smacked I thought u was a good boy
1,2,I Make Mistakes That I Dont Ever Make Excuses For Like Leaving Girls That Loves Me And Constantly Seducing Hoes
1,1,Young Adults get together tonight Food wii Olympics and looking at Psalm 73
1,1,httpclicktotweetcomMitOs
3,1,RT dapoawofisayo LONDON Follow THEREALSWIZZZ now he will follow you back
1,1,another night spent listening too Katy Perry  drinking Peach Tea
1,1,jesskat3 hm I was sure they had options for cheap noncontract phones you could put on your current plan will check if I can
1,1,Chris Rea httpwwwrtntvnewsdenews1163ChrisReaStillSoFarToGoTour2010
2,3,People told me slow my roll Im screaming out fuck that imma do juss what i want Im gonna pursuit a happiness that what I know
1,1,Anyone notice that ATTs snowboarding ad ends with Lou Reed singing you just keep me hanging on
2,3,I do miss my bf  ahh Life really does suk and then u die Gotta luv my optimism and now my phones dying
1,1,RT IrishAisle needs 2500 Facebook fans b4 St Patricks Day RT  follow for chance to win iPad httpfacebookcomIrishAisle BIGSTARtv
3,1, the cookout w locngrowpromo ppls in the hooooood We r hving soooo much fun httptweetphotocom12705637
1,2,Good lord Maxine Waters I suspected that you werent up to your job and now youve supplied the world with proof httpisgd9hmIH
1,1,RT thianandaa Males mandi  httpmylocme4fihh
1,1,RT hunni27 SomewhereRightNow some1s talking bout me
2,1,Just left goose island got my eat on now its time to go shoppin Magnificent Mile here I come
2,2,This is a shot of my daughter two years ago She didnt like how many times I made her jump P httptweetphotocom12664511
1,1,httpbitly9TxplZqnarutoshippuudengaypornfreeebonyplumprumpsjessicabielnudelocalintimatedatinghorsecockintima
1,1,whos gonna help us here in Hawaii if that Tsunami hitswill SEANPENN comeor is he on his way 2 Chile alreadyWe are the World part34
1,1,Gua suka Jeremynya Sexy boy XD httptweetphotocom12632578
2,3,iloveSPSG it was ok my golfish died  what about you
2,3,wholiedtoyou and told you that you looked CUTE with that NASTY BUSTED STINK WEAVE of yours
2,1,Join MyLikes very interestinghttpbitlycl4bZa
1,1,I just took U are so nervious u are going to meet Justin Bieber and got He falling in luv with u OO Try it httpbitly8X4Vwm
1,2,In the car rn Oh I have been having this urge to sing O But the radio has been playing songs I dont know especially Biebers One Time
1,2,Whoever greenlighted these Census ads should be fired
2,1,RT whymommy Im using The Twit Cleaner to find all the spammers  junk on twitter You should check it out httpthetwitcleanercom
2,1,rsmiff can mattyg share that with me  
1,1,SaraChowZ how to forget teach me 
2,1,Motherjane and Led Zepplica gonna rock the show tonite
1,1,RT tulisaworld Tulisa  Dappy Hit For America  wwwtulisaworldcom httpbitlyaxQYZs
3,1,totally met the soup nazi tonight best night of my life probably
2,1,As I drank Green tea AND didnt buy cake today I have treated myself to the Maryland cookies that were left over watching Lost last night
3,2,mikejulietbravo She claims she was framed  and it seems the Brit government US lawyers etc think this extremely likely
1,2,No 46 would have broke the all time record he tied it
1,1,What makes a Million Dollar System You must have a System that is Easy to Duplicate based on a Proven Recipe httpbitly4zJJ1d
1,3,Cold burrrrr
2,1,RCbdb climbs in bed and gives you a deep full kiss as common faded and switches to orange moon by badu Good night Kalfu
1,2,im gonna upload a video i understand its no time for entertainment but im just uploading
1,1,Shorttrack speedskater Charles Hamelin of SteJulie Que has won Olympic gold and Montreals FrancoisLouis Tremblay bronze in 500 m
1,1,I just took you are alone at the prom night and some mean and got help you and ask you to dance with him Try it httpbitlyapmWRv
2,1,jonnycampbell Hope you and the MDD team have a great night Will raise a glass to you at the 40th party Im at
2,1,Done wit this studying biz Time to head home to nap and then steppin out
1,1,I just took Which disney music video shou and got when you wish upon a star by meaghan martin pinochio Try it httpbitlyaGt7PL
3,3,httpzimab3cd2b It was the scariest feeling ever felt but now I realize Thialand is the best decision Ive ever made
1,1,RT remorachi Whats with bands and virgins Dont they have anything better to sing about
3,2,Dope set to brov got something cooking for Zouk RT DeejayZee HarmonixEnt guy your set was too hot People are gonna die tonight at Zouk
1,1,RT memeponce AYUDEN A CHILE RETWITEEN LOS TELEFONOS DE EMERGENCIA 568 1290  568 1295 
2,2,KirstieLouiseS ohhh good thinking tonight should be funny i will look like a drowned rat with a scarf over my head oh hello man huntx
3,1,Happy birthday baby sister  awws my bibi is 19
1,2,RT tattEdMoMMi twitter aint no jokeshit will make ya man nowfriends lateerand friends nowenemies lata
3,1,Air De Venecia httpbitlya5Wcu3 Man that kid can jump
1,2,anabuenviaje haha I found out why its not working its a problem at my end delete my contact and I may ask u to send me an invite again
1,1,RT SensesLost Canadian street artist Fauxreel has a new print thats available at Show  Tell Gallery in Toronto httptwurlnldymjrf
1,1,httpbitlycP4LXeqsexygamesmilfstinytittiesfacefuckchicfilasexpistolsgirlsinthongsdanceoffpantsoffbbswhe
1,3,Damn man  I shouldve called earlier  The karoke contest started 2 hrs ago  Ughh R
2,2,RT selenagomez cant believe i have a twitter Im not even sure if Im using this correctly haha
1,1,reminder to self make posters of chemical elements polyatomic ions and formulas so stick around the house
2,2,The greatest pleasure in life is doing what others said you are not able to do it
2,3,I hope everything will be alright 
2,1,Weebees Cafe on Yelp Good food good service interesting atmosphere My first experience at Weebees Cafe was po httpbitlyci4Ugh
1,1,APANYA YG PANJANG Najis RT linoluwandino Wessssssssssssspanjangan gueRT anddn Wesssssssssss panjangan cont httptlgdc6o6r
1,2,Screen issues has delayed the JooJoo tablet now expected on 25th March httpcligs1nqHN
1,1,httpbitlycDbpD0qboobsfuckingnursingmodelfuckbreastdickbikinibikinigaypornfucknudenursingpussynude20
1,2,But I guess things change its funny how success brings pain
1,1,Google pone en marcha Buscador de Personas Terremoto en Chile httpbitlya57CMX RT 
1,3,RT elliottyamin Oh shithere come some more aftershoxsweet jesusand baby jesus Chile TerremotoChile
1,2,apparently I cant spell Sorry Bede Burdidge ah I mean Bede Durbidge
1,1,looking 4 shit to do on the week end
2,1,I did 50 sit ups I feel better about myself now
1,1,watching from paris with love with ma sister and brother in law
2,1,full wend in the studio might as well move in there at the mo looking forward to getting out next wend play some records and party hard
2,2,I was tiredplus i had a rash on my butt hahaha
2,1,xxnonnahs oh i will  haha jk Lol Ill call u tomo Je taime wifey
1,1,Iya mak ak mlah kpingkel ngliat duplikatny vidi yg jaaaauuh bgt haha RT Gustinisha Liat The promotor kontestana g ad yg persis sama
